uid,reg_dt
535a42f6a037b9e649e379bcc9a932c1fd225424df6d3cc96ff24378,2019-11-04
b6532478fe2cadec250a6a77ee2964c238ec368f9419c7213962c55a,2019-10-23
9f170dc718770dd4915e5f74cc688da519317cb4843ba6babbb47fc7,2019-04-15
ed5dd93cf9db5adb10955177daedb9b5dcc23ba57585675a747acccb,2019-07-12
c10b1b472228204322a9a333ddc76fe6070fe256eeb5fd055bf268e1,2019-12-13
c60f015254773ecb95e0c2f09677093203a5654151e26cd9874cf43d,2019-06-27
c6e22e12948cabfddc1c8570a54a30fccd04de7a2666df038302854c,2019-05-04
0c3ddfb11b5217634212c5d39e460c8e556fdf74301abf554b86459d,2019-05-16
9ced984e7a54cbe3b3a680ebb17aab76073034127567016f6ccd0164,2019-08-06
5644d6fb38e061dc99b63e36228639f2d08f68ff90f0ca70f76ed29e,2019-06-09
243dd4b88f853596b9748475edaa455d1a3db309b8af3d4a584bafaf,2019-12-26
97b3a32b29a3249ffffd6c40cf97425d4d17c568b40f20714ec049ea,2019-09-08
22130501aa6fe9d59d799e2315d104d72074e4d065e633d23270b463,2019-05-07
eba70274ead65b691f64f93924eece028be3358441ffe38d4fb44651,2019-06-18
a9577066e55eb11de43ee4412b6d480482d4523302443aa11b131174,2019-06-13
e8f71e40fb6afe27627533edac8396a7649b54d2c3f5263f48785dfa,2019-08-08
c9e8860257ec2632b2bafb33a6d2f405e2f2aacd8602225f20b2cc20,2019-06-12
366c8c1d69c0843247b3247a7101d7c4ea61180ad6257f0e5451e5b7,2019-05-11
02378cd9235e56fa651a65e616ece2d428ea6fed2eda22fc23b43e91,2019-05-13
4dbfe0f69708a35ab1b6a15459f7b46d5eeac9fc387543be0a7dce12,2019-07-03
c3747b6ad2757bc70a7ac5dde1272799683294a0084191db3434c26c,2019-08-31
ce7ae299c7b5692bc088872234f563ffe0b0bd9008dfa6f14ad734db,2019-06-07
1a7d69503c1801876c6dbeeef25a322e158297bc6d72a637a7241104,2019-11-16
8e00f79bc15717023771b61cca89c0cdd7a22382dd7aff93cfc2c651,2019-08-31
4a5325dc93a9fd59ea338df35dba48a7a2128c839f4041977b56aeec,2019-08-09
122b6bd6169ea2aec0b6cda8538358929c6d6cdec49e29a3ca0a9406,2019-07-25
cf284238522f10dbc2ab84daa01e85a99f4a933663534f461e14b35a,2019-11-12
73a875c699aa105f9df26b4a80d092c06a18a66178c5fa324c07024b,2019-04-30
d9ffd0cd19772ffe23500d6630b9e4ae5090aa479baadfde9896776e,2019-05-11
16b9d9332bcd4a871c35784c46778c2d21fcf98f7f3334f810530948,2019-12-20
3c673efcf8d5564dcb45c426f0cb1fbd8e098869cd217c67be10d699,2019-07-23
65968ab0d0bffafc766440aa2de1cd18b3fca82b62a4e62e7f419d78,2019-07-25
0f5d7cb5b17b6ba0906ce082f23132a727d6943c53c880b3395a95e4,2019-06-17
1e5e00b6e25aca53a9446632f9a4a0aa8c62576103fe3c78e1639487,2019-04-22
8c8b0c8e1f7698afa3ea1f35e906e0608835a19b3fd89a7d18baeb36,2019-06-16
fcfe690a4d36fbc541cb8adea4820828f94d89e669245b2981d8e871,2019-08-29
68a1beb03780304e94edb638af93b83867a2b609617258fb1914c308,2019-07-17
493f78c6916a5d013384cd54dc1784285ff41d87d49f90f672acc378,2019-08-26
e1c43f904eee3d743a7bab8a92acba08c5b8817a0cac53f95ca8db41,2019-12-28
5e475c4099ed7f214be76181e1d336d541f713991c2d923dd1af3821,2019-08-16
47a36860be7d6f5925febe62fbfb31047f5e5adf0e8d8e25fc77f50e,2019-05-05
e4ea6ecdd031c35b6382f8baad4a308617c5b5ced266a8dcec4c0fd5,2019-12-01
b1032758ef5b6d448c56dcd9577b88e8b44b6f506161d9c29a19c643,2019-05-16
c75abf8818c6e049dac57be253ba67ff3e7bd37c748ef4a92a098b4d,2019-09-24
451b0a11633d7adcd27bc844177f332e5dbeba009e5a8a8263bb8b7f,2019-05-13
966a25bed0a32a572b688a492389e9a649df30c3bd89e8ac4eea27ee,2019-10-25
c3fd5fc2eeff0d00d0cbdc327c586b6af12266511775fc5bee1462eb,2019-04-26
ac8f3e13e98dbe5f703c729284cecbef043873d295b50ceacfd397cf,2019-05-14
a2d581cf0e981cd5d03a0ad153bd5e163b3005fce47b172272b5f845,2020-01-03
80884eff39d5b9b49b5adb07b869a624050076bd25e12d0cfcf1d529,2019-08-28
9c4ed72cf43751d2cdf094219fc87ad5d34fb92a6baa25f738e953ab,2019-08-08
9c947c0b6cb1dd1e4656a5ae1b145703213e8280b4465c01796bf6f9,2019-10-07
f3d200e2014ac4846cb08b68206ff14c202d8b656b4f9498d74b51db,2019-06-02
c867ed38cc1b0be6d91acbe2f37a39a30f61056d91a7075c2e64d695,2019-12-23
61fa1e1f1b8bcfafa61732085f35accd4cb55865d4a7d0e60966c681,2019-12-23
b9eebbcaaef346e4ee3ff26445a0ad34ce9ae4fe9e076044abc3d049,2019-07-31
a4309dcd58190b125bbc28fa15004bcb29a176311593def9129f4c0b,2019-05-11
447575928b4df1a15d0dcf7b8838ee120522f2ad94a8970eebafe1c1,2019-07-27
b8420a08df3eeef3c9886dde76bb98fbe60d696ad6258deb4183b8b6,2019-07-08
8cd29d22cdedcba5afec8052779a4717a73251ac97f6359353b480db,2019-05-31
482c1a814d9b0368ea7f0130920bea4bd0ea8e3148c7fb7fa6740fb5,2019-12-11
4a4567696598d12405383a7062c5c30053d9de10bb07fd49849855c2,2019-05-09
7f91a12212c211725fc1e27ce3522eb736dda4d4d0b707986fc183ff,2019-11-05
f085bcfc2fb4efabda04879c56a48006433e3e013ffd04b69ac1a202,2019-07-15
8654fde5158498eca2f4948cbe5fd366c5a68427095f8ad163991787,2019-06-04
815c7855ff638fc753fd48765e3f3d788dfd759343224e3b7d18b0fa,2019-05-11
b50882d1831dfc84c62465e3712973d9d173953575048a8f04862544,2019-05-16
89ce28faa42b43a2f8f9589eea6997a523c5c43df27694a7e1ec5b35,2019-07-11
1712c2875b92c09a4f561e0a8cab0093829cf6921bad113a367b1202,2019-04-17
4581ec48abc1c5620f49ee5dafe91f1f139540b0c40703fa25904b17,2019-08-07
a4c1c4e16967edba0e8f81e10562dc4eaf8f653cf0be6ee51488f23b,2019-12-03
8292e09dba70af11a113e2b6d9f89ce1ea5ad31adbaab7c9ba1ed7a2,2019-10-02
0828f57a67bf5303b7a6f11fc311672ddfa35f6634ccd2e62c5330c9,2019-11-11
1c6d09af86e5ee03fca3f2fdaf31416482faefdf36e0372dc93ec570,2019-05-02
bb26a4947dfe59c23751678c4327882201ae943fcdb81c75fb2df2ef,2019-08-22
d7b7d88d3434c893941f66f9063a01f77ad0a71fc8d0c6c28a1c4081,2019-06-11
9d714e5fa9917f3ee309dc7e97f8756f544ac938538901ddeb4b6b9f,2019-10-18
ddbef5b678ac718d359e90f88ade7e393a70271c021d337a4d2366c9,2019-10-22
1800e418f9d57365fc8ec8f35bfb095bab72dfec22469bd8a92a3799,2019-10-24
4f8df86418a6f750c13eadb8ef623ce3202f2aafc670cb0a8390a1f8,2019-12-18
8ed331df4dcd4643e09bb2ad96d2cccb59919d61891c0974ed42d8fe,2019-05-19
5fb97019b9cb3b1ad1087137ba1700fe8864e5de8770b0ceb6c4ce12,2019-05-01
1b956a0996f871e16c8065aff785a67103bb3ab7af56c8abd9cdc426,2019-10-13
f6f48e7e3adb9f746ab4cdf9f3654108774a33dee11f05abcabb45a1,2019-04-17
06fd697c5968cf874ac8b37edf3bdc4dbba2a8fa436c7ad2081322a6,2019-07-19
5d6f4daa476ef79b02a39610a1ff48508637221840e9d1324b8c9477,2019-05-19
656a43253d832922bcda09ac53c3c181caf7ba54b77a59c6230e0ad2,2019-06-03
1bbad7eab6bdc1b2fb85ab755f49e14420eb558f121e901a35915dd2,2019-08-05
9c009a344fc4f32e8201c8d36cfa3537a90d981890a83df9d6485661,2019-08-10
5982c3f7962512d25c17ef78ac85d6fe5e29a34306cc0eced72dce39,2019-06-09
1fbab516c1d3c8f4c32442690ffa26e0353e4782639abe01268aec2f,2019-09-15
a666608098da33eb2554ebf81d736e4ea9bd5f78b1dfd243c4b4c4ef,2019-10-15
86404fd634cb23f5130787324119eefb2ba51e9f071746d9617f953c,2019-06-14
1a2dd24e614743a111da99a4e70098be56e4e6b24d01395d70569e20,2019-10-04
7b370adf33bd82f901fd118ef6a6b065a5a9d85bee35f61a9e485480,2019-05-25
a15dfd14da99be17a9abc4f494a1799278c2565d2860fff61e96af89,2019-04-26
e43a546082678fa3224e68ea6cf6cc9403b1c85aaa4460ec8b79f800,2019-07-29
1771b8d00d9eb398ac9d1a470c448e565053fadf12df15fd2ed75454,2019-04-22
88d33e857111eca986d1c026878c6537a2fcfa9f95fbddb3e9ecde4b,2019-05-29
3523e2ca34839d19d10017e519ada155cd530e23952eabfaeb1ee2b4,2019-05-24
539ad4a9d38ea1a1efdba5958865199c0dfd15c95f29a6e79cb055ed,2019-09-26
3d85a854449333c42c8dffe7bb77dba9b0bc7bc4868323b6d02596ae,2019-04-23
8cf250bc6c90e87cb4806fe1d1e76def7d09d52525434cddafc375da,2019-04-23
66b1b08793dec4315eaaf40cec3a05d38a857dc7cb1945898a2e2e3b,2019-11-30
e33352ceca82a5f65c3c65babd1570699415c2d3a3cee93176bd8785,2019-07-15
6c67e7496d6866cb7d95ed5d1f50026c6e7c3be828cf5e5072933c76,2019-07-09
809083535ca1f0c850b5399810de71f26cc7b2990a2c76737f4c6a2c,2019-09-03
c6c4791f8a2840d1fc276ae7b40dfe6a0aec5d8004224350f6891302,2019-08-27
cdc2c33f1d4865b74e1098c50d07733b15cb352d09fbce1d1def286a,2019-06-29
520c27c717dcd3669b2da20cba25471831e27d3133053f3ff2d54099,2019-07-11
6881461516eeb5120798bdbc5ae89296a44af2970cfd9710e2865373,2019-10-21
d58afd8d4e4b1623c61ae85cf24010471c2e38c161a20579976be797,2019-07-06
c9f087ea28f0abaa3a18368453730405802cfaf8753f825136498cda,2019-07-25
ae50ee4fa37de973d117b1944b7038645dc016f6771323a40348d049,2019-04-21
429142fccc3cbc533e9e48931e131775c8feff5567cb0f8f7955de67,2019-08-02
f0e86aad6f2c0d46e100c748218fd5fd65b5f3ff4c8553bb917d7ce2,2019-06-12
cce6065f8913032100a6f7e1d3ea8f7275d8174ccdb2ccea1f242b0f,2019-04-28
7e29fb6c9c0b715c1e99141af304d5ad719e368a8ba9576f1a00d4ac,2019-06-07
222b131afd66899655681ba399e32915886c9d2d6cad944f0a325d0a,2019-05-14
bb335f8aa891c54ac502c03a57f231ad414f2a769bfe0a3529373953,2019-06-28
279538fb0dc08544da9d0470f7de7e34374a846bd7aab4b9d7511c0f,2019-07-20
f28571364361c6aacd8eb2dcafd0764c9dca3d6b4b0fe742fd3e81cc,2019-07-31
2a11d77b90d5ed51743a28c27678a394ef8cae48948af1a41282ceda,2019-05-27
a69e4a1cd0532c1a96ddd6fbddf7b7c9219aac04f0757108642ae71d,2019-12-30
e8ef0263decce5f54658b7da8948d675f8b6b3a1e7a409fa9adf63a5,2019-06-05
645417894e486e6f12e2579b52a4932bd26a5744fe7c918492a9dc19,2019-08-20
36a4307e2a750f2301ee9ed9dbe54f23e63b377a38c97765c8855a41,2019-07-23
dba7dfbf6b54ad545390c987b551414b7e7c6324cde5b084cf2d278d,2019-08-23
83e24df010bd2c6b75b7de117b6dad5571a99a0291f28c1fab768589,2019-06-17
9d71b9b1a6799855854c1da4279b0276cd4407dfa03dceef5c19c95b,2019-06-05
5b371996d84b91156672615ae29ae7b571b3dd6bde36abfc566d70ed,2019-08-14
3c176be9da6fee5465c8fd450d3b7ab15f255fcedb02064a1be90329,2019-06-13
973b896224cbfe2f672c73ad05a11fce93417607fc9da36fbc5f72f8,2019-12-21
d865531228d1749b1332585c32b4eff54fa13d2ea87f01d7c890902d,2019-08-01
31da5e9ca429b02fe3775ac33b3d751f8834cbfc76ef8079177b746a,2019-12-26
215c3d9837d6bb907864307634138a3dc935919565cb00eba06347f8,2019-04-20
d7a9761d7b12eefc0f5cf5b678ab7ab0f0a75ff04b6936e456f1d5f4,2019-07-26
1e8f2bd23e14305aa698dc6237f9a16a79cf48cdbbff6c1bd5e82636,2019-05-22
85c1784843a281ec736034aaf265b69c3ac8c2e3401b3729ecfe9a7c,2019-12-04
6d009d8cb8c9f1c69d0deccbc36b1a6f9655a63e994513c83ac428c4,2019-07-11
9421885bc10a1ce162376a1270e2182c8a1091fd81b76951fbe90231,2019-08-21
70c906061b29b7fd3f6fb9ea12fdeeb20ab875563c4288df532a3cb8,2019-08-29
4d711d93056c4152f82e4fe0c9704dad7039c765c03bb9d67f1093fa,2019-07-16
aa1c7887b74c92aaff2ff68757435eaeba7cd1f2c43b904ad63a4155,2019-07-29
43254dd7602008c336571d8b58314650cbf44d380381d6616cd83e1e,2019-07-09
84d507de5c778a1a4d42b094cb3c6f783206baf0f18c36dc365bc344,2019-09-26
15d81997db71fdb955cfed314960530318d74437c7752651e6900dbf,2019-08-08
866dd4a579138fd4a62e2513b43b26ef0b58ffedae63fece78d380b7,2019-08-01
fc2df859b43ef5a4b9fcb907a2b43e0337a905a4bcdeedf34f2d3abf,2019-07-27
1aa9e093152fa7bf80265a48ae146bc0629f55db952ab7ebf16a2ae6,2019-07-19
8261c425ad3d4cf2f5a4cbae157d76f9f2adb4428145091cfb096c67,2019-10-03
e40107dfcfbd7204b82a8d8e325c19c1b0dfe26cc800de0b4a66d672,2019-09-19
5b29c7b73e5b1d4e4ddc901faf35dc124b07e5619f5b347457736f47,2019-11-12
763a260a4f1948ff475583c98e2d346a7bf03cc992a07d188df762c4,2019-04-21
f5e8e7ea8a5befbadbdb6ca6c36ce97008f79415803fb3ef629d96d5,2019-07-23
31c19dbc9c859efa8283b3dc46a7fc78a1692de2fa0ed7b89c3bcb26,2019-07-25
b983883bb332470eb5d9aab16fd81c963a225c29c1c45db56f97597e,2019-05-09
686cc83b0b9053875c56f640342ffaf318aa10bce7657faeecfad97e,2019-05-26
de19a0ccd0d2199e16623601dee5362f24c3b19948cf46e5b89d0ed1,2019-09-11
5fdd5ce38e012fee828dcc810e2a79bf8bdb500474dcd246878abfb1,2019-05-25
991b0cb9974547202933b2457a701ea9576809f89d5e0f0c2553656a,2019-05-31
197503f6089c0b777cc62a2d282f4fde1e4af33869fce4ad432606bd,2019-07-31
82851b1fc8a89e9fc0962b3670690c01a72f1e9014ae33dd7dc69cb5,2019-12-25
78613a9a0a4b876d85c4ea26a01974bd00d18a03cfc70a3201df4989,2019-08-31
061449a1d512d721ad132328e501c383ce54a43362ae05b67857fd99,2019-08-27
169646bef7ce1661fa5f5678785042b0cb66737104966f80bddc910e,2019-04-15
dee1c77188f8607954e11782111eee3093a7e89570f14b9715df9b52,2019-05-22
af409957478584205dabb5081d8ed7034a33a275998c88c3d752dec1,2019-05-20
869e20086063b3c1d37b51c424400acc6ac077de5d94dd56f7ae1994,2019-05-18
25308d034f7e9948b9c7884fac398664cb8a9b24db4c78fc0c68732c,2019-10-22
dcc81a3d04d6c22e8ad4303a1e5b8e5e09fc4f5bedcf2734b991cc8d,2019-06-08
1faef81ae12d948d0b4db724244829f537c552683dece602813be98a,2019-12-26
a5d54c9be631148e053f1029b6ba06789dea6e5c32642969ba29d109,2019-04-20
0aed5b4484485bb420b74161521c2b6c58441df67abe324cd90f2911,2019-07-05
3a38e0f21d34f3b37ceee3fd21c3cee5d93568dfa8f238ed4d1b11c2,2019-07-03
3374890710824ab20929c3fd3eb67c2a3624c6da25c5684575aa2f8b,2019-04-25
e44abe3912ec2647b5de2676b9f434a59a698613e188f78aa690c492,2019-05-19
235f7f4f55d0a15c4912da61c48079a6dcb4d7dd97b495bc1d41d7c7,2019-05-13
f1b34afc0831d3dbfe700703ee4439b3af8f62ca291d2b8729e80b77,2020-01-05
7915b22a9f71985ddd77de00f68ab0d8536a1a33aaaa6a0b6bba8031,2019-08-02
992409f637b5d75695f8bc18a908fd6ee0daf9ad7c5e61b5e42df233,2019-09-29
69e336c949d79b7a6c295b151ebda24fa3a32398aaa309c5154f1baa,2019-07-12
5ffde529a98bde025ea84b09f2d90f9eb24c2be7350f0577a4a86ef6,2019-07-12
b682f18c21346f8c98e39e302919d262701a84a8a91ce2bebe50f507,2019-09-26
6b8b4a5813381ffa31c7e055e3a267bc2dcc4eaab18beec30f1a107e,2019-05-10
ee44f465306cee6716805a534120d5456825da0b3e36b042bb0dd928,2019-05-14
e7f0a62429674fa4ebf0443d0c816f4c3c1135035ff82a9c46a8fb89,2019-10-06
014d711acdce7f01d8a18b046506a304f925783972ae1204e00a4c10,2019-07-14
b6d88d47e5e70323efcdf1515cbfea35a6155219f9ec7ac0e356be64,2019-10-08
274fd524abde3db4e62ea9776ecfe39acc68f0a44075e0b52c84cb51,2019-07-03
274f51864f0c0235bd2277adc5fefef09fcfbd0d8e743684ac2f56df,2019-06-24
ba00622d1c4558bd09fc5b7ca5be4097e0b65de140cace09b408be7e,2019-04-21
a7bfb195b97bebf56283144e8af5c21b321e3b89c4fef302da2e77ba,2019-05-09
3563b35d361de100b5ff9156082ceb61782d073c0ab6fd3d0267d1e9,2019-05-07
8dc8a0f1b006d2188d1051bacd261381753ec674a848a7946febd029,2019-07-23
4fe80487e872f3c7992a185391829f5791eeeefa22989af90849457a,2019-05-30
6adc9c93fc2ba88c89c50d1451caf5271575705de645019b45117904,2019-08-17
f5301ad62f3576d6ba87162957132917969fe9f325abf71f80313082,2019-07-03
2188240b9dc443ffedb23d6360a928b0476897209875e292f5e0218c,2019-04-17
598ce56e0aa6a07157c05a0c2e394d5f8752612eca0723860a0bceb4,2019-04-28
f64be17b97d3eed840cec29c262296dd5620aeca83b374093f869549,2019-09-25
6dab8d734608bf8fa1ca567d856cebe6415c4f9d8b85d3339a4ca1ea,2019-05-12
189f7130c69ea4ab9eeafe555efa4acef31dc4694a0ba1afb1e9e72a,2019-07-27
83df20e32525a69851f152779f739b4b717389bd7ce8bc5e37ee9faf,2019-04-25
0ff5ef93b3bf7efc8554531c6e32abf8d636b35d0a44701227263c5d,2019-11-15
578129eb6c05ea49e87df6463c980f63b30a2f7912518d22423176be,2019-07-06
ff83708a878bc14cf98267fee0dd4c685df4172aaca0daa90dd0d686,2019-09-02
c62689f572dd8d07359e97a9fc51fd13499a94c085ba2fd29c48c970,2020-01-03
3b88dbc043fd1dd0852f1adbb8c9f90c12bb93b05968008634fd8b10,2019-07-13
ce624e253364e7e91424fd5f8510861dd30741734dc2691a99afdf65,2019-10-26
f98419cfb7bec74f1df073628db445bbdf73155b95f76d0be57194c3,2019-12-06
8acf0b8d4cbefede8890f0ad3f7ebfe6f771eebe3d2e82c242ab518d,2019-05-11
d1c9a54cfbbd7a4ffb3002f6ef4695c5de610a235b6ca0d4f8581f53,2019-04-20
eca1610931921ec3f6bdd13fb135ed018f60652f3c0285e8074e5ea3,2019-05-23
9e1942b68e9701cc9ed0658122c9b44a0bda65d8924786f50d8484be,2019-08-30
91e2a7edb794a45edc76dfb912ee75fdb0e8c1330888a86c24f08e74,2020-01-08
31decbdb961da40be85a4dc795afc0c21975c4ab8884e5d81669a28f,2019-07-06
9b666659534ae9580ec51644ad1d6f02d8ab809af741aa5a5b8e8983,2019-04-30
218fe8e02bf182ddf532dcca6b4f833b5f10a921771bffd253713d65,2019-06-02
ad12f6d3b8941e8619d256a77b8bdb999fadfaf331b4423020fb3f8f,2019-07-24
a04b43fe6afefb890b18b5d640a9f6bfab35f3863e1447f74f31c1af,2019-04-20
0a87d9b9d100ed26d66805043e95295830c25d19ae5b33d051b81e2f,2019-06-11
8495225f7dcad86691d2e4b941bccd629f055147004db8e2a21dcf73,2019-11-27
adad4c35ab12a695bc43ce19d899eaec83cf0e9b88784a5f54b8dc56,2019-11-15
efbc0d8c7ddf5a88383688bcca4d02c8063267f241a9b029e17aab59,2019-09-04
a47be509488f529f04a8a28cad0654e2a64a2cf3f2992f044bd699f1,2019-07-16
a9710186f89d8f91fdf1eacac46029e295aa62a39ee622f9b6080210,2019-12-20
b20f26111349c3c98adcbd5b0cff73e39c5c74559c82197d70ed09d8,2019-12-29
e24cc504a88bfa59dbe9a481fc3d2eae63633c0827a0295c700eff6b,2019-12-23
1d3af2ba48edf5babb0a80c1da6e9e03d9a55fdfdc1f2f6d440f9a37,2019-05-07
6793509e6b93ef85165eb970d1e4b08d79f8946b5055615e20bb2a10,2019-07-25
71c8f0b3c8f4f94e2c7e4f30308da1131e976a700176905a4355822f,2019-06-27
a989967654981db7b021179fd22c3cbfdab60a21c3a5132acbc615b7,2019-06-05
6bf799249f45233c9f391ac953c8086e43e7a21745b679747e0beee4,2019-07-22
1aa4820164ffcc469e79be2231f7ee1f2be6a63420d1b67bb52b63f3,2019-12-03
7f9bf80e152474f49c2598f4fc3aa41eae9268b604a6de78fb66bb85,2019-04-30
c144878e952ef86afe68b97942af39e6e46b6a67f7cd6c0e29347016,2019-07-21
6204980101c8218d9959fa89f314e649e0ecbc2541cb86db1f05a45b,2019-08-24
0c4a5554df069a48050e5e29d3827e9b8b0008e888dde6b5b29d0c9f,2019-08-03
43507524fc50b9296726a61c285d022827217883ce8bd7de1118cb70,2019-07-31
7663d76c1973de9608885c64a04f0be6c602c7701dd0087db4730d44,2019-08-10
0c951310b50dd74a8e7799efdd4a9345bf88735e07169202a2380c5b,2019-09-10
b33520de6f0e95bde79dae3f20ae08afee0ff36c282470e69d2203f2,2019-06-02
800bf1d38e1e33345e4d7bb715943c13af43bfee7d286718cdf50775,2019-04-28
9b4eff6acd83be3d4a5cf6ce118a92a14a2c16053b4cddc6f177b8c7,2019-11-11
c93f72be562826b1c31f3674f3f0da876dcfd981b6fdf06348fc30e1,2019-05-01
fe209128491fccb1f702c791d252ffa233de08007e2409d72b950469,2019-06-15
da5fda4181688fa15f6302eb08cf7622f5d0d8b244ceec0fbd24e81b,2019-08-31
61f150a34471d8b2cb697b34601ff45dcc221ba914aa279193726093,2019-05-10
644347e99bdd4810f73fcfb8fd576fa68fd0a34021ecd7f79a925664,2019-05-14
ae41c0e365c85a64097e137493d9903c24d23d6d1710e0550859ae31,2019-06-06
77f85e58cd748cca98a1ac526d29e6bc8ca6033aa5122aa70ff0178d,2019-04-19
fa8871600a060a33fafe08412a9fa4bbd669214fef8fea26e7db0cf0,2019-11-26
70a06a9f4a9559cf3126da481741ad05ca25883afe465dfecc49b07c,2019-09-22
dcbdbe34b8a040f091411ec198ff44ddb33a8834f0302955b4de62db,2019-04-16
f2fc83d4a976f8ed55026a4e713292ebc7c729e002d4d098b7accd6a,2019-08-05
c048e512c8baf038157509b2e22ff1f5a102c3a7dd804700a12ded57,2019-10-07
79e4fcab346f4df07a0255f16923da43eab4141a22adda3440db5c43,2019-05-09
155954e2fa2f3dcebbc8d66f4602baac5282e29d22fb32afc3824c48,2019-09-15
7ca8d532641e6d9ba73a5bbcecba39eb2e9adefcd282cc407d1db97a,2019-08-13
f5e3851384a28e1720253195bf3458b6500716fd9ee743018306abec,2019-06-22
4914f16f53c888eb500fe7ffc29145274785594727c540386c8fb158,2019-05-16
12606bef73a5e05f273ae801e68c8cb6161974df017425cdb7a695e8,2019-05-16
e440e1ffd8354db0b5c21323640e6fd61eeb02bcde3af3b21620ecd9,2019-07-17
dafd572a50287bc2fc99716721e385048e9424ecff8acfe902681782,2019-10-25
da82c2487550101e8e9cf13ba49d2af78ab34de3171368400269c7b9,2019-06-03
da6986fa42c5eead13a8421f5a58f1dcbf6a33502279706fb1b3fa1b,2019-08-15
0cddf4913ee99f2904e72e89f734e8fe5b506e0361aee48fd320c631,2019-07-27
46494b8bcb34b85a50e965f129595d3f1fd42b2cf3a209e571e81619,2019-06-07
d553c7452055d1d4a9b5cd287e39d8f6450b6ba769c3db4de924cf21,2019-12-22
069307314dea52e0cddc20b070b3670f8fec2169d7d837022693d90f,2019-11-27
1f6e926b1f56998f846a06af564985a727824c3366487385407fb164,2019-07-12
54dc352f5c794ba0980d71779a9b0224e5a21a6c9f495eda209db330,2019-06-10
774e4611967587f772f2577608115775cef01a161cdf827c9346eae3,2019-05-27
8ab1759bfdb92aba98823839357eafc005a5fd40a7fd2245d10d26e0,2019-11-10
5a2ccf16469b9d7059943628bcafcceeb9a8d5d059f52006901fc56f,2019-09-22
142a6d5245b5fadf42668efdeec0772d13743cfe32c6cc1fb0ec1ae3,2019-10-10
a382eab417cecff35f0e464c79f458d0076c34dfa718fec648bfbfb2,2019-08-14
ef089d889700086c5c84156bfe04fe5fb090ae3c8af9e98e7e27b911,2019-04-20
a2bd604473ddd29f732316776497d57567a14f39b10dcd8a1de53cff,2019-09-21
c1c40704fbb11dffc39d4a96d8a85dbd0ee12762739317fcbe9d28d0,2019-07-27
5aa1bc4a7d20ff65702a84bc708d8cf5a3f976ecfbd4a2afc6877cba,2019-11-28
2915fe37e9daf2f14e5fb0aac56c27db4d229eb7c3045c95db4dd509,2019-05-12
947480c969a76b26e8cc1359f10792fc5a4b07ef47ab7afa95c5d0b3,2019-12-22
cf05b9b00d16ce9b656843456ea3c1ebc348c545b617fc2c9cfb93e2,2019-08-06
89a7d982121824f8022887d843fb8c7b0e6d862017e5e66ac026a201,2019-04-19
63922101a0937d4c5bc49947f2a01d08e8dfe98e6ca945615b6fb85d,2019-07-26
f3e7ca4c0860ba02c612c5578aeef2fb73b62ce46a18e7c4976e2b49,2019-11-29
d7f41210a1726e9af6e7c19ad7b7233df462d52442e3bbd7b21eff6a,2019-06-21
f7ee57b95721bcec33fdafa07d06c2bca6616c75c74fe47536a702fd,2019-10-19
a94adbba3952702af2d00615e4d0f85b82f3d846e913ccb6f9378b5e,2019-12-03
1fcceaa2194b3f6a42ce702414382ac5eca45a0129f020075b2bee93,2019-05-12
0c6782013bdd83f206f928d9ed828a0d71a649c0dfd662c8057b2ede,2019-08-14
d04b56f4d06d8fd061ae61aaa350e2b271351642e7e840c6b377d2ba,2019-10-31
ab38c5ef6a087a6e53eae1432f4fce6d0646f4a5cb2c1cca1d298cb2,2019-11-07
b08959003ec937625d777ee021eba3b488753b2c9d47e51bc681f691,2019-06-07
df36ed4e2dc7c553d19f3722f61e7d4e1e70a05d77df26fdce1421de,2019-10-21
720b4273c86dd5fca3755e04303d1d196e561634d0cbb32e4b189657,2019-07-12
7512515cddbc4bb5851bad670b0a4c5ba1344f8028444d8278fad839,2019-09-16
9c64440e98e29f77449f2a6fafe7874404b48ac66a26f6e5ed80d1cd,2019-11-05
544a423f02f64ed029f58a591cf4607bafafea3904297ce0e436995c,2019-05-05
021b27aa1eca5e25b02276a5491eecd35cb82a6f212d12ee350c5a11,2019-05-15
ac30e6e54d6e9df5cf23fa7e91dd5fdcd206a85875664ffa2ba8e741,2019-09-10
38216492527625fb3e8c19ca97a551af516920b54fe2765313e13642,2019-05-11
ecabfc8d1d99dbdb59a2463ec51a87d3b0e9fe1e637f0f89c27e6822,2019-08-18
b38b484a2c6bf5a7c67dc6b626943c4af8ffb6aaada683d782eb1ffa,2019-05-22
8ef7b69f705ac0be08d9a03a74630d4a983eb9c2ce475a4f0ff0f497,2019-09-24
b7ee0847f1e0839470e5db112a82374c6eba5d64261a78f341409149,2019-07-07
9fbc43f6f7e700405402d821545751bb9dd47977eba1b63947fb8326,2019-07-27
cca41abe6ba18d714b5a29d79ff12ba10f5650c43acb45020af4f34b,2019-08-02
94675a04693f1d63647fd317802b1ff45d4ada833a5c33c0aab1a81e,2019-06-23
71dd2fe18174bd5721fc6b5578c605726da62cac9c3633e2842f304a,2019-08-14
87aef21daeb5d815805ad2590e5097b91b4687d27b4d4fe9d11a70aa,2019-11-10
8832e32568de4a805586022e286eee23721981eb0eceb0b1daa68918,2019-08-31
beccd7e81a2590be808d8bf7abc7156234365c465c97b41b54d05628,2019-05-07
