uid,pay_dt,payment_sum
2afc3fad16c3644acda3b8b89ea9084de0934045c8197cd3348f9ef7,2019-10-22,6.99
2afc3fad16c3644acda3b8b89ea9084de0934045c8197cd3348f9ef7,2019-12-28,6.99
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-06-24,9.08
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-06-25,3.49
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-06-27,2.09
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-07-12,2.09
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-07-27,2.09
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-08-02,3.49
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-08-16,2.09
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-08-23,6.99
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-09-21,1.39
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-09-22,2.09
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-09-26,0.69
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-10-15,1.39
373d8d01b5d604ef555e9fd936a4c93866237be2fb686a8400ba91d0,2019-10-18,6.99
f79e20fff5d3d20d42326d21fb3bceb1c43c697e4b58f9d7a3418d4c,2019-07-01,3.49
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-05-18,69.99
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-05-24,356.93
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-05-26,13.97
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-05-29,139.98
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-05-30,559.92
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-01,262.46
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-05,69.99
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-15,314.95
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-16,279.18
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-19,52.49
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-21,69.99
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-06-26,139.98
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-01,69.99
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-02,139.98
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-05,139.98
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-06,52.49
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-13,73.48
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-07-15,139.98
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-08-23,95.17
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-08-25,69.99
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-08-26,80.46
0f68452b073216d23d154249a44372c5b066efe53dc9cd1f35f64f52,2019-08-27,52.49
dc7d40255fb4c31f38ed797f4a329bd62b29c69962befd04beadbaf8,2019-07-08,3.49
dc7d40255fb4c31f38ed797f4a329bd62b29c69962befd04beadbaf8,2019-07-09,2.09
65ddb8adb24318c768239b4c90a08bd5323fd77aab6c5a0937ca961d,2019-07-18,3.49
f49ef549362f024cabb3dd6742030923f7e6273546cef2f7f1d712dd,2019-12-21,440.91
f49ef549362f024cabb3dd6742030923f7e6273546cef2f7f1d712dd,2019-12-24,69.99
48a6de01c9fe8e4ba1f93d42a0e7a5e8fb2b25ccba3c4ba3163febb9,2019-04-27,0.69
48a6de01c9fe8e4ba1f93d42a0e7a5e8fb2b25ccba3c4ba3163febb9,2019-05-01,6.99
48a6de01c9fe8e4ba1f93d42a0e7a5e8fb2b25ccba3c4ba3163febb9,2019-05-07,2.09
54a6a9852bab17d30a52bbff2f3f2d1d9e7397527752a4ffffe5de7c,2019-05-24,0.69
54a6a9852bab17d30a52bbff2f3f2d1d9e7397527752a4ffffe5de7c,2019-05-25,3.49
1518ef445158ae48a136f33eddc61161e40474f0ecd18aa4bc901458,2019-08-23,0.69
e542cbf0bdac06d5ecc349988999fd128d2865cbd2749ab6953f369f,2019-07-23,2.09
e542cbf0bdac06d5ecc349988999fd128d2865cbd2749ab6953f369f,2019-07-28,34.99
0deb2285556d7e88e6e74f325f5e7039176c2c2676b8c3d18ad521d8,2019-12-18,69.96
3c99096f74d0cdaa557e7488d4db3f681d6755cf7f45dbaca02ef107,2019-09-22,1.39
172ff2765c5d78ea31d1e9227e600aaa9ed9a287a12cc491d0f4053b,2019-11-25,10.48
172ff2765c5d78ea31d1e9227e600aaa9ed9a287a12cc491d0f4053b,2019-11-26,2.09
172ff2765c5d78ea31d1e9227e600aaa9ed9a287a12cc491d0f4053b,2019-11-28,3.49
172ff2765c5d78ea31d1e9227e600aaa9ed9a287a12cc491d0f4053b,2019-11-29,3.49
8ce7fb89d895e30cb0b362c1643560a4dbca6735fd42ea788f455e45,2019-10-26,6.99
8ce7fb89d895e30cb0b362c1643560a4dbca6735fd42ea788f455e45,2019-10-27,3.49
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-06-04,6.99
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-09-01,11.19
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-10-23,6.99
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-11-25,1.39
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-12-12,6.99
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2019-12-20,2.09
abb91132ed3eb1fe844a436630f97a20bfc83dd6a084b37f9b3fc8f3,2020-01-12,3.49
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-08,77.67
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-09,13.99
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-12,3.49
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-18,3.49
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-23,52.49
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-06-25,55.95
e293a8763c940931e6469c6669e6a78188d63c88585c66d330f21e82,2019-07-04,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-09-08,2.09
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-09-19,17.48
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-09-20,2.09
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-09-26,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-03,6.99
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-17,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-19,6.99
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-22,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-26,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-10-31,6.99
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-11-15,6.99
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-11-16,3.49
cc14aed8ae92233d1591f14c846dbc8b74d2950530cc4af84fd7b21a,2019-11-19,3.49
daebac28323a70f964ed106b419e6372208e9c79f09344a9579d36cc,2019-11-28,6.99
9256fa225da25c175bbb38cdc70d7ea87f1cde9e4708627b90b0b07c,2019-06-13,20.97
9d3b53ad7f5af41db72bee980a042ee068fa72160aa9097cf0af02d9,2019-06-30,3.49
9d3b53ad7f5af41db72bee980a042ee068fa72160aa9097cf0af02d9,2019-07-29,2.09
9d3b53ad7f5af41db72bee980a042ee068fa72160aa9097cf0af02d9,2019-09-05,11.19
9d3b53ad7f5af41db72bee980a042ee068fa72160aa9097cf0af02d9,2019-09-07,6.99
9d3b53ad7f5af41db72bee980a042ee068fa72160aa9097cf0af02d9,2019-09-14,3.49
e5dc503921034f6957cad12f07dacd17910ac8b2b500cae474f265d9,2019-07-29,4.18
e5dc503921034f6957cad12f07dacd17910ac8b2b500cae474f265d9,2019-08-06,4.88
e5dc503921034f6957cad12f07dacd17910ac8b2b500cae474f265d9,2019-09-14,3.49
e5dc503921034f6957cad12f07dacd17910ac8b2b500cae474f265d9,2019-10-29,3.49
e5dc503921034f6957cad12f07dacd17910ac8b2b500cae474f265d9,2019-12-18,3.49
2bd1f435d07b75baa584b5b2783457acb3575ecc9d0b03a7894b6211,2019-08-14,0.69
eb2bfa864123413f757e9243ef7b5c1a47874126600c9bc7516c3bc6,2019-05-05,13.99
eb2bfa864123413f757e9243ef7b5c1a47874126600c9bc7516c3bc6,2019-12-21,3.49
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-07-05,4.18
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-07-10,6.99
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-07-14,3.49
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-01,2.09
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-10,9.08
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-15,3.49
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-21,2.09
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-26,3.49
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-08-31,1.39
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-09-07,3.49
3d4225be9f1daff1c412b4db523f46fef3f1372179d076438113b62a,2019-11-13,1.39
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-11-17,6.98
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-11-29,13.99
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-02,3.49
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-14,13.99
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-15,69.95
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-16,13.99
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-20,1.74
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-28,6.99
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2019-12-30,3.49
bdb586c1007fc1fb814ce2833160f517a6ce02c728db91ed27c038a9,2020-01-02,17.48
9585fa8dae538fb2f855c10f391759da4612c12ad433f2323ff31f45,2019-09-12,3.49
f597326ed0a147dcb1d703715d9b1a995d6be4fdcc2ffd9b7c79c87c,2019-10-05,0.69
f597326ed0a147dcb1d703715d9b1a995d6be4fdcc2ffd9b7c79c87c,2019-10-06,4.18
f597326ed0a147dcb1d703715d9b1a995d6be4fdcc2ffd9b7c79c87c,2019-10-07,2.09
f597326ed0a147dcb1d703715d9b1a995d6be4fdcc2ffd9b7c79c87c,2019-10-08,2.09
f597326ed0a147dcb1d703715d9b1a995d6be4fdcc2ffd9b7c79c87c,2019-10-09,5.58
c0c52f5ba620f50bcde7e4eb762d98e563e3bdfaf6bae7bf55badd61,2019-10-06,1.39
13ee6cacbec2713c3b8a57c1a52e8e339c2fe9651a7719bd6143063e,2019-06-10,0.69
1c1012c4a2e66c9e17fe2868cf65dc6fec67144e1c61e343a24e550d,2019-05-29,5.58
1c1012c4a2e66c9e17fe2868cf65dc6fec67144e1c61e343a24e550d,2019-06-03,10.48
1161f2be182ef11bcb39418aeb63bd0b9f93437544412caa39fffb7f,2019-05-01,3.49
1161f2be182ef11bcb39418aeb63bd0b9f93437544412caa39fffb7f,2019-05-02,44.73
1161f2be182ef11bcb39418aeb63bd0b9f93437544412caa39fffb7f,2019-05-04,3.49
ce3c4ab4635e13bb00b56918e67f4e3fe1e8e7419210c300ccc66eb4,2019-05-10,0.69
ce3c4ab4635e13bb00b56918e67f4e3fe1e8e7419210c300ccc66eb4,2019-05-11,0.69
08af6b846bd7e0f67b256ce5dfca9788e3961838d4be160c317c1100,2019-08-26,2.09
a9dd760bdc9434dc6b098f9d911485bd374ecefe086297a53bab9328,2019-05-01,3.49
bbd76e6abf5c2b935828033b135a0b1893a1e8ee5c0571104508e2a9,2019-06-19,6.27
bbd76e6abf5c2b935828033b135a0b1893a1e8ee5c0571104508e2a9,2019-12-13,11.19
bbd76e6abf5c2b935828033b135a0b1893a1e8ee5c0571104508e2a9,2019-12-20,1.74
bbd76e6abf5c2b935828033b135a0b1893a1e8ee5c0571104508e2a9,2019-12-23,3.49
cbcb4b0a69748dec7242816fa4cd88521c2ab15d5aa70aa24dc44325,2019-07-27,1.39
cbcb4b0a69748dec7242816fa4cd88521c2ab15d5aa70aa24dc44325,2019-08-06,3.49
cbcb4b0a69748dec7242816fa4cd88521c2ab15d5aa70aa24dc44325,2019-08-23,6.99
cbcb4b0a69748dec7242816fa4cd88521c2ab15d5aa70aa24dc44325,2019-08-25,6.99
cbcb4b0a69748dec7242816fa4cd88521c2ab15d5aa70aa24dc44325,2019-08-26,6.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-06-27,97.97
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-07-02,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-07-30,10.49
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-01,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-10,1.39
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-18,3.49
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-23,17.49
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-24,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-29,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-08-31,27.98
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-09-01,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-09-07,3.49
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-09-12,13.99
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-10-03,3.49
02a9c3df1e4885ecad87712cae362ca20e23a3554a428943abb6063a,2019-10-18,6.99
b2ad02e725531615b0b3e9d3a9520b9aede9f26a29a9d818bc1d51f3,2019-11-30,13.99
b2ad02e725531615b0b3e9d3a9520b9aede9f26a29a9d818bc1d51f3,2019-12-08,10.48
b2ad02e725531615b0b3e9d3a9520b9aede9f26a29a9d818bc1d51f3,2019-12-25,6.99
e275b2344f604fb2b801e07bc19a7e1f0d619aa3d7330af8882a83f8,2019-08-13,4.18
e275b2344f604fb2b801e07bc19a7e1f0d619aa3d7330af8882a83f8,2019-08-30,6.27
e275b2344f604fb2b801e07bc19a7e1f0d619aa3d7330af8882a83f8,2019-08-31,6.99
871dbe6645cede5e7b596644ea9c729e8ce989fb91d1a42c018ed04b,2019-10-03,0.69
7f213bb3eb5fe1acde3efac475b09873d4d162fcf15be73fe1f94ec9,2019-04-19,23.05
b198862e1868485445d3b49024ab1e388ca0eb8975d4dda638650ae8,2019-11-14,0.69
1f3ebcaaba6c537efdd795da24ec6e6f2857d881b57a8eee8619c582,2020-01-01,13.99
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-08-11,3.49
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-08-23,17.49
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-09-17,3.49
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-09-26,0.69
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-10-18,6.99
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-11-28,54.23
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-12-11,13.99
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-12-12,17.49
9aebaa26dcf5bf5bf9c8c027826fc2f3f1e7b5a526a352f2b9686968,2019-12-20,69.99
8bddee6627459024a11c56aec18f9b1be0e807ad18d9bdddf5652688,2019-08-09,8.36
8bddee6627459024a11c56aec18f9b1be0e807ad18d9bdddf5652688,2019-08-11,6.99
8bddee6627459024a11c56aec18f9b1be0e807ad18d9bdddf5652688,2019-08-29,25.16
8bddee6627459024a11c56aec18f9b1be0e807ad18d9bdddf5652688,2019-11-22,22.37
3386a335f754fd6cd10a9271f853b8058b9e5390c54eb05d7d9917ab,2019-08-17,2.09
e3b47a5bc6f8486e6e734503001e7f5c5e2cd4538e94dbecd68d9e4f,2019-04-23,2.09
e3b47a5bc6f8486e6e734503001e7f5c5e2cd4538e94dbecd68d9e4f,2019-05-02,1.39
e3b47a5bc6f8486e6e734503001e7f5c5e2cd4538e94dbecd68d9e4f,2019-05-17,3.49
742aa790cccda4f90b40f4c1e6fd28467888d0ffc34cf27ff3da8c14,2019-09-26,0.69
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-08-26,52.49
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-09-07,3.49
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-09-14,3.49
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-10-18,10.48
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-10-31,13.99
be37b48705a61054b1e8b7efb0e8e1f0c0c86951b5a816412358b075,2019-12-18,13.99
f9ad8a08e35da94d93fd82ee28eb725620f0541312de0fe1db3963b6,2019-11-18,52.49
f9ad8a08e35da94d93fd82ee28eb725620f0541312de0fe1db3963b6,2019-12-02,40.22
f9ad8a08e35da94d93fd82ee28eb725620f0541312de0fe1db3963b6,2019-12-12,17.49
f9ad8a08e35da94d93fd82ee28eb725620f0541312de0fe1db3963b6,2019-12-18,3.49
ad3085213a5594cd3efebf9db1dc540abf71811d9886d4fc7437bd91,2019-12-18,2.09
ad3085213a5594cd3efebf9db1dc540abf71811d9886d4fc7437bd91,2019-12-25,2.09
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-06-18,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-06-26,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-06-28,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-06-29,83.98
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-07-04,34.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-07-16,3.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-08-09,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-08-15,3.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-08-23,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-08-29,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-08-30,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-09-04,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-09-09,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-09-13,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-09-24,3.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-09-27,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-06,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-13,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-18,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-19,34.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-20,20.98
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-24,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-25,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-10-29,3.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-11-09,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-11-18,13.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-11-19,34.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-11-23,34.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-11-27,3.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-02,10.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-10,52.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-12,6.99
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-20,10.49
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-25,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-27,17.47
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2019-12-31,17.48
61a04f28ecccdcba87ccb4e98b8a68489f57973ba6b063fcb225d69c,2020-01-06,3.49
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-08-23,17.04
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-09-12,12.85
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-10-01,0.65
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-10-18,6.39
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-10-28,77.07
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-11-29,1.56
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-12-01,3.16
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-12-12,16.54
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2019-12-31,1.64
75328df62753b58481e055c17d435cccae8179c8f4400b168b430c2a,2020-01-01,9.56
7fd6fce459a0896b9151a04ee6fe9fcc0fd01c6a9487b3e96da9d65c,2019-08-18,6.27
7fd6fce459a0896b9151a04ee6fe9fcc0fd01c6a9487b3e96da9d65c,2019-08-25,13.98
e0f5077bf487812b43282ea4d64093addfcf3a67ac5b6bcdd09e3847,2019-12-17,24.47
e0f5077bf487812b43282ea4d64093addfcf3a67ac5b6bcdd09e3847,2020-01-01,13.99
e0f5077bf487812b43282ea4d64093addfcf3a67ac5b6bcdd09e3847,2020-01-04,41.98
e0f5077bf487812b43282ea4d64093addfcf3a67ac5b6bcdd09e3847,2020-01-05,73.48
10d1240a1a63c9144d5dabc7498e069ce55d0dfa463b8fdb235f9913,2019-05-05,2.09
10d1240a1a63c9144d5dabc7498e069ce55d0dfa463b8fdb235f9913,2019-05-18,6.99
10d1240a1a63c9144d5dabc7498e069ce55d0dfa463b8fdb235f9913,2019-05-29,6.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-05-11,3.49
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-05-19,69.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-05-27,6.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-06-28,139.98
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-08-07,3.49
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-08-24,13.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-09-01,13.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-09-13,3.49
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-09-27,0.69
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-10-20,6.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-10-28,13.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-11-20,69.99
1f38d8551267a76e298b585e6091748a079bdde69d837ca1308f4d8e,2019-11-28,3.49
16b04d585cf763fbcb8426c152e9b9569f59302708c04151620e2ec9,2019-08-27,6.99
16b04d585cf763fbcb8426c152e9b9569f59302708c04151620e2ec9,2019-10-19,10.48
16b04d585cf763fbcb8426c152e9b9569f59302708c04151620e2ec9,2019-10-21,17.48
322dc0e3b68bb48dbef2e3a9891d5a34b06b972cca658ed9b9c761f0,2019-06-03,0.69
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-10,10.48
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-13,3.49
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-16,2.09
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-20,13.99
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-22,13.99
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-23,13.99
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-25,13.99
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-26,13.99
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-28,24.49
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-05-30,20.98
10e5dc50b06879debc6b150ae077e17d4532bfac086db1dddcaf64ea,2019-06-05,6.99
